課程主類別,課程副類別,課程次類別,課程名稱,報名人次總計
公務類,專業職能,教育,"團體動力心理學""─""如何運用在成人教育的班級經營",558
公務類,專業職能,教育,臺北自來水事業處客訴處理與水費電子帳單推廣經驗分享會,141
公務類,專業職能,教育,融入式教學未完待續的美麗旅程,338
公務類,專業職能,標案採購,"""[""微課程""]""採購數量不確定，事前預約行得通—開口契約",82
公務類,專業職能,標案採購,"""「""優先採購身心障礙福利機構團體或庇護工場生產物品及服務辦法""」""介紹",0
公務類,專業職能,標案採購,"105年度政府機關綠色採購申報系統操作說明""－""行政院環境保護署提供",1085
公務類,專業職能,標案採購,"107年度機關綠色採購評核方式及採購實務說明""、""政府機關綠色採購申報系統操作說明",2510
公務類,專業職能,標案採購,內政部優先採購網路資訊平台系統操作介紹,626
公務類,專業職能,標案採購,"身障機構團體產品採購研習""－""內政部優先採購資訊平台系統",1
公務類,專業職能,標案採購,"政府採購法""－""道德規範及違法處置",2385
公務類,專業職能,標案採購,政府採購監辦作業實務,3293
公務類,專業職能,標案採購,"採購法投標須知""（""2""）"" ",1686
公務類,專業職能,標案採購,採購實務,1609
公務類,專業職能,標案採購,最有利標及評選優勝廠商1,2969
公務類,專業職能,標案採購,最有利標及評選優勝廠商2,3556
公務類,專業職能,標案採購,綠色採購實務作業,1484
公務類,專業職能,衛生醫療,"""【""抗癌危害性藥品防護系列課程""】""一""、""綜述""【""本課程限藥事人員報名""】""",46
公務類,專業職能,衛生醫療,"""【""抗癌危害性藥品防護系列課程""】""七""、""潑灑處理""【""本課程限醫事人員報名""】""",48
公務類,專業職能,衛生醫療,"""【""抗癌危害性藥品防護系列課程""】""九""、""醫療人員健康監控""【""本課程限醫事人員報名""】""",39
公務類,專業職能,衛生醫療,"""【""抗癌危害性藥品防護系列課程""】""二""、""採購""、""儲存""、""傳送與接收""【""本課程限藥事人員報名""】""",46
公務類,專業職能,衛生醫療,"""【""抗癌危害性藥品防護系列課程""】""八""、""環境品質監控""【""本課程限醫事人員報名""】""",38
公務類,專業職能,衛生醫療,"""【""抗癌危害性藥品防護系列課程""】""十""、""居家化療注意事項""【""本課程限醫事人員報名""】""",47
公務類,專業職能,衛生醫療,"""【""抗癌危害性藥品防護系列課程""】""三""、""藥品調配""【""本課程限醫事人員報名""】""",43
公務類,專業職能,衛生醫療,"""【""抗癌危害性藥品防護系列課程""】""五""、""給藥""（""下""）""""【""本課程限醫事人員報名""】""",38
公務類,專業職能,衛生醫療,"""【""抗癌危害性藥品防護系列課程""】""六""、""廢棄物處理""【""本課程限醫事人員報名""】""",44
公務類,專業職能,衛生醫療,"""【""抗癌危害性藥品防護系列課程""】""四""、""給藥""（""上""）""""【""本課程限醫事人員報名""】""",38
公務類,專業職能,衛生醫療,"""【""癌症防治專業人員培訓課程""】""七""、""肺癌化學治療藥品的不良反應與副作用""【""本課程限醫事人員報名""】""""－""衛生福利部提供",242
公務類,專業職能,衛生醫療,"""【""癌症防治專業人員培訓課程""】""九""、""肺癌免疫治療藥品的不良反應與副作用""【""本課程限醫事人員報名""】""""－""衛生福利部提供",276
公務類,專業職能,衛生醫療,"""【""癌症防治專業人員培訓課程""】""二""、""肺癌的診斷與治療原則""【""本課程限醫事人員報名""】""""－""衛生福利部提供",286
公務類,專業職能,衛生醫療,"""【""癌症防治專業人員培訓課程""】""八""、""肺癌標靶治療藥品的不良反應與副作用""【""本課程限醫事人員報名""】""""－""衛生福利部提供",253
公務類,專業職能,衛生醫療,"""【""癌症防治專業人員培訓課程""】""十""、""病人的健康識能和數量識能""【""本課程限醫事人員報名""】""""－""衛生福利部提供",303
公務類,專業職能,衛生醫療,"""【""癌症防治專業人員培訓課程""】""三""、""肺癌手術治療的最新趨勢""【""本課程限醫事人員報名""】""""－""衛生福利部提供",316
公務類,專業職能,衛生醫療,"""【""癌症防治專業人員培訓課程""】""五""、""肺癌的內科治療 I I""【""本課程限醫事人員報名""】""""－""衛生福利部提供",258
公務類,專業職能,衛生醫療,"""【""癌症防治專業人員培訓課程""】""六""、""肺癌的內科治療 I I I""【""本課程限醫事人員報名""】""""－""衛生福利部提供",414
公務類,專業職能,衛生醫療,"""【""癌症防治專業人員培訓課程""】""四""、""肺癌的內科治療 I""【""本課程限醫事人員報名""】""""－""衛生福利部提供",257
公務類,專業職能,衛生醫療,"102年度醫療糾紛""（""爭議""）""處理關懷小組成員教育訓練",507
公務類,專業職能,衛生醫療,102年度醫療糾紛〈爭議〉處理關懷小組成員標竿學習,530
公務類,專業職能,衛生醫療,"103年度提升行政與司法相驗品質暨死亡證明書開具教育訓練""－""臺北市政府衛生局提供",251
公務類,專業職能,衛生醫療,"2017年中風治療新的發展""－""臺北市政府衛生局提供",1112
公務類,專業職能,衛生醫療,"2017年心律不整治療新的發展""－""臺北市政府衛生局提供",1033
公務類,專業職能,衛生醫療,"2017年有關高血壓治療新的發展""－""臺北市政府衛生局提供",941
公務類,專業職能,衛生醫療,"2017年周邊動脈阻塞性疾病治療新的發展""－""臺北市政府衛生局提供",1082
公務類,專業職能,衛生醫療,"2017年急性冠狀動脈綜合症治療新的發展""－""臺北市政府衛生局提供",922
公務類,專業職能,衛生醫療,"2017年高血脂治療新的發展""－""臺北市政府衛生局提供",914
公務類,專業職能,衛生醫療,"2017年糖尿病治療新的發展""－""臺北市政府衛生局提供",1340
公務類,專業職能,衛生醫療,Grammar Points on Medical Writing,182
公務類,專業職能,衛生醫療,大量傷病患事故應變,1199
公務類,專業職能,衛生醫療,大腦活化學理,387
公務類,專業職能,衛生醫療,不同年齡層小兒急症與創傷的評估及處置,151
公務類,專業職能,衛生醫療,心血管急症,856
公務類,專業職能,衛生醫療,心智障礙者行為問題支持與介入,368
公務類,專業職能,衛生醫療,心智障礙者行為問題理論與分析,284
公務類,專業職能,衛生醫療,"失智友善社區""－""衛生福利部國民健康署提供",1405
公務類,專業職能,衛生醫療,"失智守護天使數位課程""－""新北市政府衛生局提供",92
公務類,專業職能,衛生醫療,"失智者之照護與社會支持""－""衛生福利部國民健康署提供",267
公務類,專業職能,衛生醫療,"失智症衛教技巧""－""衛生福利部國民健康署提供",396
公務類,專業職能,衛生醫療,生物戰之防護與應變,216
公務類,專業職能,衛生醫療,"全民健保知識家""－""行政院衛生署提供",218
公務類,專業職能,衛生醫療,"全民健康保險""－""珍惜醫療資源篇""－""衛生福利部中央健康保險署提供",422
公務類,專業職能,衛生醫療,"全民健康保險""－""弱勢照顧篇""－""衛生福利部中央健康保險署提供",359
公務類,專業職能,衛生醫療,如何讓毒癮者找回專注力,723
公務類,專業職能,衛生醫療,成癮症狀典型表現,870
公務類,專業職能,衛生醫療,"作業場所與食品從業人員衛生管理""－""新北市政府衛生局提供",536
公務類,專業職能,衛生醫療,"身障鑑定""－""認識鑑定工具與內容",376
公務類,專業職能,衛生醫療,"身障鑑定""－""需求評估與心智概論",422
公務類,專業職能,衛生醫療,呼吸困難病人處置,964
公務類,專業職能,衛生醫療,性傳染病及愛滋病與我有關嗎?,1741
公務類,專業職能,衛生醫療,"長期照護系列1""－""長期照護概念及資源運用",0
公務類,專業職能,衛生醫療,"長期照護系列2""－""身心社會評估及照護",2
公務類,專業職能,衛生醫療,"長期照護系列3""－""長期營養照護""－""教材獲AA認證",0
公務類,專業職能,衛生醫療,"?娠急症與創傷的評估""、""處置與情境操作""、""家暴""、""性侵害之判斷",205
公務類,專業職能,衛生醫療,珍愛生命，遠離毒品,1028
公務類,專業職能,衛生醫療,"食品中毒""－""新北市政府衛生局提供",603
公務類,專業職能,衛生醫療,"食品安全衛生法規""－""新北市政府衛生局提供",709
公務類,專業職能,衛生醫療,"食品標示""－""新北市政府衛生局提供",372
公務類,專業職能,衛生醫療,"食品標示""－""臺北市政府衛生局提供",1439
公務類,專業職能,衛生醫療,"食品標示簡介""－""台北市政府衛生局提供",1902
公務類,專業職能,衛生醫療,"食品標示簡介""－""新北市政府衛生局提供",495
公務類,專業職能,衛生醫療,"原物料採購驗收管理，品質與製程管制""－""新北市政府衛生局提供",679
公務類,專業職能,衛生醫療,病人安全概念與運用,270
公務類,專業職能,衛生醫療,"追蹤追溯""、""一級品管暨食品業者登錄""－""新北市政府衛生局提供",365
公務類,專業職能,衛生醫療,"高危險妊娠轉診照護系列""－""許瓊心""－""認識早產兒",149
公務類,專業職能,衛生醫療,"高危險妊娠轉診照護系列""－""陸振翮""－""高危險妊娠產前醫療照護",138
公務類,專業職能,衛生醫療,"高危險妊娠轉診照護系列""－""謝燦堂""－""高危險妊娠",144
公務類,專業職能,衛生醫療,"專班_臺北市政府衛生局_心血管防治認證e化課程""─""展延一",338
公務類,專業職能,衛生醫療,"專班_臺北市政府衛生局_心血管防治認證e化課程""─""展延二",585
公務類,專業職能,衛生醫療,都治關懷員之個案分析,214
公務類,專業職能,衛生醫療,結核病及漢生病防治都治關懷員在職教育訓練,368
公務類,專業職能,衛生醫療,結核病的基本概念與治療副作用,340
公務類,專業職能,衛生醫療,"傳染病防治系列1""－""防疫寶典""－""傳染病防治工作原則",0
公務類,專業職能,衛生醫療,"傳染病防治系列2""－""實務作業""－""法定傳染病通報監視概論",0
公務類,專業職能,衛生醫療,意識不清病人處置,789
公務類,專業職能,衛生醫療,愛滋病及梅毒篩檢教戰守則,1910
公務類,專業職能,衛生醫療,愛滋病的認識與防護,4065
公務類,專業職能,衛生醫療,"感染控制概念""－""臺北市政府社會局提供",1414
公務類,專業職能,衛生醫療,"新生兒轉診照護系列""－""周弘傑""－""高危險新生兒",152
公務類,專業職能,衛生醫療,"新生兒轉診照護系列""－""張瑞辛""－""周產期醫學",143
公務類,專業職能,衛生醫療,"新生兒轉診照護系列""－""許瓊心""－""病嬰轉診之準備工作及穩定病況暨討論",140
公務類,專業職能,衛生醫療,"照護管理1""─""團隊運作及團隊管理之管理原則",1026
公務類,專業職能,衛生醫療,"照護管理2""─""照護品質監控與成效評估",877
公務類,專業職能,衛生醫療,"照護管理3""─""糖尿病防治政策及推動現況與展望",842
公務類,專業職能,衛生醫療,"照護管理4""─""全民健康保險糖尿病醫療給付改善方案試辦計畫",840
公務類,專業職能,衛生醫療,"對於心血管疾病患者建議的健康生活型態""－""臺北市政府衛生局提供",1596
公務類,專業職能,衛生醫療,疑似性侵害案件驗傷採證,443
公務類,專業職能,衛生醫療,"管制藥品稽核實務及法規宣導""－""新北市政府衛生局提供",1352
公務類,專業職能,衛生醫療,"管理衛生人員講習""（""國語版""）""""－""新北市政府衛生局提供""－""新北市政府衛生局提供",734
公務類,專業職能,衛生醫療,緊急救護技術員安全規範,913
公務類,專業職能,衛生醫療,"臺北市青少年戒菸教育e化數位教材""－""反菸拒菸之宣導""－""臺北市政府衛生局提供",1077
公務類,專業職能,衛生醫療,"臺北市青少年戒菸教育e化數位教材""－""戒菸方法之教導""－"" 臺北市政府衛生局提供",1074
公務類,專業職能,衛生醫療,"臺北市政府緊急救護技術員到院前緊急救護作業程序""－""通用程序篇",1484
公務類,專業職能,衛生醫療,"臺北市政府緊急救護技術員到院前緊急救護作業程序""－""創傷程序篇",1561
公務類,專業職能,衛生醫療,"認識失智症及其徵兆與預防""（""上""）""""－""衛生福利部國民健康署提供",305
公務類,專業職能,衛生醫療,"認識失智症及其徵兆與預防""（""下""）""""－""衛生福利部國民健康署提供",299
公務類,專業職能,衛生醫療,"機構住民安全與感染控制實務""（""照顧服務員版""）""",1108
公務類,專業職能,衛生醫療,"機構住民安全與感染控制實務""（""護理人員版""）""",1371
公務類,專業職能,衛生醫療,"糖尿病共同照護網""─""照護管理課程""（""限醫事人員""）""",2434
公務類,專業職能,衛生醫療,"頭部""、""顏面""、""胸部及腹部創傷病人處置",2115
公務類,專業職能,衛生醫療,"藥事法相關法規宣導""－""新北市政府衛生局提供",1646
公務類,專業職能,衛生醫療,"關於健保，你可以知道得更多""－""行政院衛生署提供",223
公務類,專業職能,衛生醫療,警消人員護送就醫教育訓練,5281
公務類,專業職能,警政,"""[""性別主流化""]""性騷擾事件之申訴與處理",7049
公務類,專業職能,警政,"""[""性別主流化""]""葉毓蘭""－""國際與台灣人口販運現況分析",6144
公務類,專業職能,警政,"""[""環境教育""]""指揮搶救技能",2
公務類,專業職能,警政,2015光州世大運觀摩與心得分享,557
公務類,專業職能,警政,千萬別緊張！火災預防日記,1486
公務類,專業職能,警政,火災不要怕！應變預防日記,1831
公務類,專業職能,警政,如何觀賞柔道比賽,643
公務類,專業職能,警政,柔道技術動作教學,797
公務類,專業職能,警政,"柔道技術運用""－""簡易防身術",767
公務類,專業職能,警政,柔道基礎入門暨技術動作教學,679
公務類,專業職能,警政,家庭暴力及性侵害案件認識與通報,3465
公務類,專業職能,警政,高層建築物火災搶救標準作業程序,924
資訊類,軟體應用,手機程式,"Android手機UI與多媒體程式開發""（""四之一""）""""：""開發環境建置與基本指令",196
資訊類,軟體應用,手機程式,"Android手機UI與多媒體程式開發""（""四之二""）""""：""互動與衛星定位技術",176
資訊類,軟體應用,手機程式,"Android手機UI與多媒體程式開發""（""四之三""）""""：""資料類別與Google Maps",152
資訊類,軟體應用,手機程式,"Android手機UI與多媒體程式開發""（""四之四""）""""：""業界整合範例與實際上架",156
資訊類,軟體應用,手機程式,"Android手機系統與應用程式開發之一""：""市場與開發環境建置",174
資訊類,軟體應用,手機程式,"Android手機系統與應用程式開發之七""：""服務廣播與Android資料儲存""（""進階""）""",145
資訊類,軟體應用,手機程式,"Android手機系統與應用程式開發之二""：""組成要件與生命週期",141
資訊類,軟體應用,手機程式,"Android手機系統與應用程式開發之八""：""GPS地圖導航與WebView",184
資訊類,軟體應用,手機程式,"Android手機系統與應用程式開發之三""：""Widget創作套件",144
資訊類,軟體應用,手機程式,"Android手機系統與應用程式開發之五""：""i18n與選單製作",140
資訊類,軟體應用,手機程式,"Android手機系統與應用程式開發之六""：""ListView與Android資料儲存""（""初階""）""",153
資訊類,軟體應用,手機程式,"Android手機系統與應用程式開發之四""：""Layout畫面佈局",129
資訊類,軟體應用,手機程式,"Android創新應用程式開發之一""：""多媒體與語音辨識",144
資訊類,軟體應用,手機程式,"Android創新應用程式開發之二""：""2D繪圖",153
資訊類,軟體應用,手機程式,"Android創新應用程式開發之五""：""進階背景服務與NFC",247
資訊類,軟體應用,手機程式,"Android創新應用程式開發之六""：""行動咖啡點餐系統",171
資訊類,軟體應用,手機程式,"Android創新應用程式開發之四""：""觸控""、""手勢與QR Code",186
資訊類,軟體應用,手機程式,"Android程式設計入門""（""上""）""",359
資訊類,軟體應用,手機程式,"Android程式設計入門""（""下""）""",462
資訊類,軟體應用,手機程式,"Android程式設計入門""（""中""）""",305
資訊類,軟體應用,手機程式,Android程式設計應用,337
資訊類,軟體應用,手機程式,"iPhone/iPad應用程式開發""（""一""）""""：""iOS介紹與C語言基礎",192
資訊類,軟體應用,手機程式,"iPhone/iPad應用程式開發""（""七""）""""：""Core Data與聯絡人",260
資訊類,軟體應用,手機程式,"iPhone/iPad應用程式開發""（""九""）""""：""定位與地圖",275
資訊類,軟體應用,手機程式,"iPhone/iPad應用程式開發""（""二""）""""：""Objective""－""C語言基礎",167
資訊類,軟體應用,手機程式,"iPhone/iPad應用程式開發""（""八""）""""：""音效與麥克風的使用",301
資訊類,軟體應用,手機程式,"iPhone/iPad應用程式開發""（""十""）""""：""應用程式的完善與發佈",340
資訊類,軟體應用,手機程式,"iPhone/iPad應用程式開發""（""十一""）""""：""專題實作",588
資訊類,軟體應用,手機程式,"iPhone/iPad應用程式開發""（""三""）""""：""證書""、""工具與基本機制",156
資訊類,軟體應用,手機程式,"iPhone/iPad應用程式開發""（""五""）""""：""基本元件""（""下""）""",152
資訊類,軟體應用,手機程式,"iPhone/iPad應用程式開發""（""六""）""""：""檔案存取與表格元件",399
資訊類,軟體應用,手機程式,"iPhone/iPad應用程式開發""（""四""）""""：""基本元件""（""上""）""",208
資訊類,軟體應用,手機程式,認識公務Line與行銷,882
資訊類,軟體應用,手機程式,認識智慧型行動載具,1050
資訊類,軟體應用,美工繪圖,"3dsMax""－""2012""－""基礎入門""（""上""）""""：""基本操作與幾何造型",150
資訊類,軟體應用,美工繪圖,"3dsMax""－""2012""－""基礎入門""（""下""）""""：""材質燈光與渲染效果",116
資訊類,軟體應用,美工繪圖,"3dsMax""－""入門與空間組合",220
資訊類,軟體應用,美工繪圖,"3dsMax室內設計創意速成""（""上""、""下""）""",267
資訊類,軟體應用,美工繪圖,3dsMax修改器與模型製作,222
資訊類,軟體應用,美工繪圖,3dsMax造形物件與長成建模,228
資訊類,軟體應用,美工繪圖,3dsMax燈光照明模擬與彩現輸出,170
資訊類,軟體應用,美工繪圖,3D列印實作工坊,134
資訊類,軟體應用,美工繪圖,"AutoCAD 2014 3D基礎入門""（""上""）""",180
資訊類,軟體應用,美工繪圖,"AutoCAD 2014 3D基礎入門""（""下""）""",160
資訊類,軟體應用,美工繪圖,"AutoCAD 2014 3D進階應用""（""上""）""",203
資訊類,軟體應用,美工繪圖,"AutoCAD 2014 3D進階應用""（""下""）""",187
資訊類,軟體應用,美工繪圖,"AutoCAD 2016基礎入門之一""：""基礎操作",646
資訊類,軟體應用,美工繪圖,"AutoCAD 2016基礎入門之二""：""座標""、""輔助繪圖與修改指令",796
資訊類,軟體應用,美工繪圖,"AutoCAD 2016基礎入門之三""：""繪圖指令與修改指令",595
資訊類,軟體應用,美工繪圖,"AutoCAD 2016基礎入門之五""：""精選練習範例",617
資訊類,軟體應用,美工繪圖,"AutoCAD 2016基礎入門之六""：""整合應用練習",648
資訊類,軟體應用,美工繪圖,"AutoCAD 2016基礎入門之四""：""修改指令",908
資訊類,軟體應用,美工繪圖,AutoCAD2008平面繪圖工程師1,376
資訊類,軟體應用,美工繪圖,AutoCAD2008平面繪圖工程師2,675
資訊類,軟體應用,美工繪圖,AutoCAD2008平面繪圖工程師3,499
資訊類,軟體應用,美工繪圖,AutoCAD2008實體繪圖工程師,611
資訊類,軟體應用,美工繪圖,"AutoCAD""－""2010""－""平面高階應用",161
資訊類,軟體應用,美工繪圖,"AutoCAD""－""2010""－""平面基礎入門""（""上""、""中""、""下""）""",447
資訊類,軟體應用,美工繪圖,"AutoCAD""－""2010""－""平面進階應用",158
資訊類,軟體應用,美工繪圖,"AutoCAD""－""2011""－""3D基礎入門""（""上""、""下""）""",377
資訊類,軟體應用,美工繪圖,"AutoCAD""－""2011""－""3D進階應用""（""上""、""下""）""",403
資訊類,軟體應用,美工繪圖,"AutoCAD""－""2012""－""2D基礎入門之一""：""操作介面與基本功能",114
資訊類,軟體應用,美工繪圖,"AutoCAD""－""2012""－""2D基礎入門之二""：""直線畫法",108
資訊類,軟體應用,美工繪圖,"AutoCAD""－""2012""－""2D基礎入門之三""：""圓畫法""（""上""）""",107
資訊類,軟體應用,美工繪圖,"AutoCAD""－""2012""－""2D基礎入門之五""：""其他繪圖指令""（""上""）""",107
資訊類,軟體應用,美工繪圖,"AutoCAD""－""2012""－""2D基礎入門之六""：""其他繪圖指令""（""下""）""",108
資訊類,軟體應用,美工繪圖,"AutoCAD""－""2012""－""2D基礎入門之四""：""圓畫法""（""下""）""",109
資訊類,軟體應用,美工繪圖,"AutoCAD""－""2012""－""3D基礎入門""（""上""）""",105
資訊類,軟體應用,美工繪圖,"AutoCAD""－""2012""－""3D基礎入門""（""下""）""",135
資訊類,軟體應用,美工繪圖,"AutoCAD""－""2012""－""3D進階應用""（""上""）""",138
資訊類,軟體應用,美工繪圖,"AutoCAD""－""2012""－""3D進階應用""（""下""）""",134
資訊類,軟體應用,美工繪圖,"CorelDRAW X8向量繪圖之一""：""基礎技能養成",675
資訊類,軟體應用,美工繪圖,"CorelDRAW X8向量繪圖之二""：""點線面的實戰",913
資訊類,軟體應用,美工繪圖,"Illustrator CC插畫設計""（""上""）""",353
資訊類,軟體應用,美工繪圖,"Illustrator CC插畫設計""（""下""）""",238
資訊類,軟體應用,美工繪圖,"InDesign""－""CS5""－""跨界數位出版""（""上""）""",182
資訊類,軟體應用,美工繪圖,"InDesign""－""CS5""－""跨界數位出版""（""下""）""",175
資訊類,軟體應用,美工繪圖,LINE貼圖設計實作,313
資訊類,軟體應用,美工繪圖,"Photoshop CC影像設計""（""上""）""",273
資訊類,軟體應用,美工繪圖,"Photoshop CC影像設計""（""下""）""",211
資訊類,軟體應用,美工繪圖,"Photoshop初階""－""影像編修技巧",495
資訊類,軟體應用,美工繪圖,"Photoshop進階""－""影像視覺設計",406
資訊類,軟體應用,美工繪圖,Visio 2013視覺化溝通工具,284
資訊類,軟體應用,美工繪圖,"免費繪圖軟體""－""Inkscape向量繪圖應用秘笈",360
資訊類,軟體應用,美工繪圖,"免費繪圖軟體""－""用Gimp彩繪生活1",261
資訊類,軟體應用,美工繪圖,"免費繪圖軟體""－""用Gimp彩繪生活2",242
資訊類,軟體應用,美工繪圖,桌面型3D印表機簡介及3D列印產業現況與展望,123
資訊類,軟體應用,美工繪圖,"會聲會影""－""影片剪輯王",823
資訊類,軟體應用,美工繪圖,數位相片拍攝與Picasa應用,151
資訊類,軟體應用,美工繪圖,數位影像整合,447
資訊類,軟體應用,美工繪圖,"攝影玩家入門""：""相機介紹與拍攝技巧",1240
資訊類,軟體應用,美工繪圖,"攝影玩家入門""：""圖庫管理與後製編修",2075
資訊類,軟體應用,基礎程式,"C＆C++程式物件導向設計""（""上""）""",439
資訊類,軟體應用,基礎程式,"C＆C++程式物件導向設計""（""下""）""",463
資訊類,軟體應用,基礎程式,"C＆C++程式進階設計""（""上""）""",407
資訊類,軟體應用,基礎程式,"C＆C++程式進階設計""（""下""）""",324
資訊類,軟體應用,基礎程式,"C""、""C++程式設計入門""：""C語言特色與程式結構",473
資訊類,軟體應用,基礎程式,"C""、""C++程式設計入門""：""選擇結構與重複結構",348
資訊類,軟體應用,基礎程式,Google Earth操作與應用,338
資訊類,軟體應用,基礎程式,"VB.NET""－""物件導向語言程式設計",596
資訊類,軟體應用,基礎程式,"VB.NET""－""流程控制""、""函數程序",405
資訊類,軟體應用,基礎程式,"VB.NET""－""陣列與例外處理",583
資訊類,軟體應用,基礎程式,"VB.NET""－""開發簡介""、""型別及運算子",320
資訊類,軟體應用,基礎程式,Windows 8基礎入門,374
資訊類,軟體應用,基礎程式,Windows 8進階應用,232
資訊類,軟體應用,網頁程式,Arduino紅綠燈設計,324
資訊類,軟體應用,網頁程式,"C++程式設計進階""：""指標與陣列",648
資訊類,軟體應用,網頁程式,CMS快速架站設計,433
資訊類,軟體應用,網頁程式,"CSS""、""JavaScript基礎入門",322
資訊類,軟體應用,網頁程式,"Dreamweaver CC創意網頁設計""（""上""）""",146
資訊類,軟體應用,網頁程式,"Dreamweaver CC創意網頁設計""（""下""）""",138
資訊類,軟體應用,網頁程式,"Dreamweaver""－""CS6""－""網頁動態效果設計",193
資訊類,軟體應用,網頁程式,"Dreamweaver""－""CS6""－""網頁規劃設計",197
資訊類,軟體應用,網頁程式,HTML 5 跨平台網頁設計,160
資訊類,軟體應用,網頁程式,"HTML5 ＆ CSS3網頁程式""（""上""）""",633
資訊類,軟體應用,網頁程式,"HTML5 ＆ CSS3網頁程式""（""下""）""",882
資訊類,軟體應用,網頁程式,MySQL資料庫立即上手,394
資訊類,軟體應用,網頁程式,PHP全動態購物網站設計實務之一,0
資訊類,軟體應用,網頁程式,PHP全動態購物網站設計實務之二,1
資訊類,軟體應用,網頁程式,PHP全動態購物網站設計實務之三,0
資訊類,軟體應用,網頁程式,PHP全動態購物網站設計實務之四,0
資訊類,軟體應用,網頁程式,"PHP與MySQL實務應用之一""：""表單傳遞與PHP程式流程",171
資訊類,軟體應用,網頁程式,"PHP與MySQL實務應用之二""：""PHP重要函數整理",202
資訊類,軟體應用,網頁程式,"PHP與MySQL實務應用之三""：""MySQL資料庫設計與權限管理",202
資訊類,軟體應用,網頁程式,"PHP與MySQL實務應用之四""：""SQL語法與資料庫連線處理",213
資訊類,軟體應用,網頁程式,"Swift程式設計之一""：""初探Swift語言",370
資訊類,軟體應用,網頁程式,"Swift程式設計之二""：""Swift函數與閉包",234
資訊類,軟體應用,網頁程式,"Swift程式設計之三""：""Swift列舉""、""結構與物件",335
資訊類,軟體應用,網頁程式,"Swift程式設計之四""："" Swift的搭配性",337
資訊類,軟體應用,網頁程式,"免費架站軟體""－""Joomla網站建置百變金剛",267
資訊類,軟體應用,網頁程式,"免費架站軟體""－""Moodle數位學習平台管理與應用",709
資訊類,軟體應用,網頁程式,"免費架站軟體""－""XOOPS互動網站及設計佈景",418
資訊類,軟體應用,網頁程式,"免費網頁製作軟體""－""用KompoZer設計專業網站",219
資訊類,軟體應用,網頁程式,"智慧車互動設計之一""：""Arduino基本介紹與程式開發原理",294
資訊類,軟體應用,網頁程式,"零成本網路創業""（""上""）""",394
資訊類,軟體應用,網頁程式,"零成本網路創業""（""下""）""",272
資訊類,軟體應用,網頁程式,"網頁互動特效程式設計之一""：""Flash網站設計",0
資訊類,軟體應用,網頁程式,"網頁互動特效程式設計之二""：""Flash事件與外部資源整合",0
資訊類,軟體應用,網頁程式,"網頁互動特效程式設計之三""：""Flash自訂捲軸與網頁化設計",0
資訊類,軟體應用,網頁程式,"網頁互動特效程式設計之四""：""認識HTML 5""、""CSS 3與JavaScript",0
資訊類,軟體應用,網頁程式,網路公務相關免費軟體教學,279
資訊類,軟體應用,網頁程式,"響應式跨平台網頁設計之一""：""網站規劃與HTML5網站版型設計",539
資訊類,軟體應用,網頁程式,"響應式跨平台網頁設計之二""：""CSS3網頁效果與響應式購物網站製作",447
資訊類,軟體應用,網頁程式,"響應式跨平台網頁設計之三""：""Muse網站實作—企業網站",310
資訊類,軟體應用,網頁程式,"響應式跨平台網頁設計之四""：""jQuery與Edge Animate應用",465
資訊類,軟體應用,認證檢定,"CompTIA認證系列""－""Security+CLASS1",684
資訊類,軟體應用,認證檢定,"CompTIA認證系列""－""Security+CLASS2",471
資訊類,軟體應用,認證檢定,"CompTIA認證系列""－""Security+CLASS3",745
資訊類,軟體應用,認證檢定,"CompTIA認證系列""－""Security+CLASS4",533
資訊類,軟體應用,認證檢定,"CompTIA認證系列""－""Security+CLASS5",736
資訊類,軟體應用,認證檢定,國家乙級軟體應用學科,254
資訊類,軟體應用,認證檢定,國家丙級軟體應用學科,428
資訊類,軟體應用,影音動畫,"Final Cut Pro數位影音大師之三""：""進階剪接與標題文字",190
資訊類,軟體應用,影音動畫,"Final Cut Pro數位影音大師之五""：""專案輸出與Motion 5整合應用",310
資訊類,軟體應用,影音動畫,"Final Cut Pro數位影音大師之四""：""影音特效與視覺合成",237
資訊類,軟體應用,影音動畫,"FinalCutPro數位影音大師之一""：""完全活用你的iMovie",345
資訊類,軟體應用,影音動畫,"FinalCutPro數位影音大師之二""：""匯入素材與影片剪接",238
資訊類,軟體應用,影音動畫,FlashCS4動畫特效製作,337
資訊類,軟體應用,影音動畫,"FlashCS5動畫特效製作""（""上""、""下""）""",477
資訊類,軟體應用,影音動畫,"FlashCS5動畫創意入門""（""上""、""下""）""",460
資訊類,軟體應用,影音動畫,"Flash""－""CS6""－""動畫效果製作",308
資訊類,軟體應用,影音動畫,"Flash""－""CS6""－""動畫創意入門",243
資訊類,軟體應用,影音動畫,movie maker影片製作,637
資訊類,軟體應用,影音動畫,"免費音樂剪輯軟體""－""用Audacity玩我的音樂",351
資訊類,軟體應用,影音動畫,"會聲會影""－""快速範本應用""－""臺北市職能發展學院提供",247
資訊類,軟體應用,影音動畫,"跨媒體影音特效剪輯之一""：""前製期與剪輯初體驗",513
資訊類,軟體應用,影音動畫,"跨媒體影音特效剪輯之二""：""進階剪輯與光碟燒錄",582
資訊類,軟體應用,影音動畫,"跨媒體影音特效剪輯之三""：""基礎合成技術",612
資訊類,軟體應用,影音動畫,"跨媒體影音特效剪輯之五""：""進階合成技術""（""下""）""",759
